id_viaje;origen_viaje;destino_viaje;estado_actual;tipo_vehiculo;nombre_chofer;apellido_chofer;start_date;start_time;end_date;end_time;last_update
73101;547;600;3;2;Kirk;Hammet;5/9/20;13:34;5/9/20;14:20;18/4/23
73143;545;600;2;3;Jason;Hetfield;20/10/18;11:34;20/10/18;12:21;1/4/23
73230;546;601;3;2;Bob;Hammet;22/7/22;14:48;22/7/22;15:22;26/3/23
73350;545;600;3;1;James;Hetfield;14/1/18;17:30;14/1/18;18:34;16/4/23
73409;543;600;2;3;James;Burton;12/7/18;10:25;12/7/18;11:05;9/3/23
73422;544;600;2;1;Kirk;Ulrich;25/12/18;14:23;25/12/18;15:13;21/4/23
73454;543;600;1;3;Jason;Burton;8/10/19;08:40;8/10/19;09:18;22/3/23
73541;545;600;1;1;Bob;Rock;11/4/20;09:42;11/4/20;10:42;26/4/23
73542;546;601;2;3;Kirk;Newsted;26/6/19;11:37;26/6/19;12:23;2/4/23
73595;544;601;3;3;Bob;Newsted;23/2/21;09:59;23/2/21;10:58;21/3/23
73613;544;600;2;2;Bob;Rock;16/6/20;12:36;16/6/20;13:20;9/4/23
73680;544;601;4;1;Lars;Ulrich;7/7/22;17:55;7/7/22;18:58;21/4/23
73771;544;601;3;2;Lars;Hetfield;14/10/22;12:54;14/10/22;13:32;6/4/23
73792;543;600;2;3;Bob;Ulrich;2/7/21;09:38;2/7/21;10:25;13/3/23
73813;544;600;4;2;Kirk;Hammet;17/4/20;19:07;17/4/20;20:00;21/4/23
73858;547;601;2;2;Bob;Trujillo;27/2/18;12:11;27/2/18;13:11;18/4/23
73864;543;600;3;2;Robert;Burton;20/1/21;20:22;20/1/21;21:19;13/3/23
73885;543;600;2;1;Kirk;Hetfield;8/8/21;17:48;8/8/21;18:26;6/4/23
73974;547;600;3;2;Bob;Hetfield;7/4/18;14:46;7/4/18;15:50;3/3/23
73979;546;601;3;1;Lars;Hammet;19/10/18;18:47;19/10/18;18:47;25/4/23
74015;543;600;1;1;Kirk;Burton;12/11/18;15:36;12/11/18;16:24;4/3/23
74037;545;600;4;2;Bob;Hammet;2/8/19;16:59;2/8/19;17:30;14/3/23
74074;545;600;2;2;Jason;Hammet;2/5/21;19:01;2/5/21;20:00;21/4/23
74183;545;601;2;2;Robert;Newsted;7/5/18;17:17;7/5/18;17:55;17/4/23
74186;543;600;2;3;Kirk;Trujillo;2/6/20;18:06;2/6/20;18:06;18/4/23
74326;543;601;3;2;Lars;Newsted;29/9/22;15:37;29/9/22;16:31;16/4/23
74408;544;600;4;1;James;Rock;4/8/20;21:18;4/8/20;22:05;16/4/23
74454;547;600;1;2;James;Hetfield;1/2/22;18:54;1/2/22;19:58;18/3/23
74477;546;601;1;3;Jason;Rock;26/5/21;21:18;26/5/21;22:21;19/3/23
74503;547;600;1;2;Kirk;Hetfield;26/12/19;10:30;26/12/19;11:18;26/4/23
74523;547;600;1;3;Kirk;Newsted;23/2/20;07:35;23/2/20;08:28;25/4/23
74548;543;601;4;3;Bob;Hetfield;18/10/20;10:30;18/10/20;11:26;9/3/23
974548;546;601;3;1;Kirk;Trujillo;11/11/21;16:44;11/11/21;17:47;23/3/23
74579;546;601;4;1;James;Newsted;4/10/22;16:58;4/10/22;17:36;28/3/23
74723;545;601;2;3;Robert;Trujillo;29/10/21;14:08;29/10/21;14:46;20/4/23
74799;543;600;4;1;James;Hammet;13/4/19;16:08;13/4/19;16:54;1/4/23
74814;543;600;3;2;James;Hetfield;27/9/21;16:23;27/9/21;17:14;26/4/23
74867;545;601;3;3;Bob;Ulrich;29/9/18;19:44;29/9/18;20:37;9/3/23
74879;545;601;3;2;Cliff;Burton;27/7/19;11:57;27/7/19;12:38;15/4/23
74969;543;601;1;2;Kirk;Trujillo;21/7/19;10:16;21/7/19;11:16;30/4/23
74979;543;600;2;1;Jason;Hammet;18/7/20;17:33;18/7/20;18:14;18/4/23
75021;546;600;3;1;Cliff;Rock;5/4/21;21:55;5/4/21;22:56;12/3/23
75075;543;601;1;3;Lars;Burton;8/10/22;13:23;8/10/22;13:59;25/3/23
75105;545;600;4;1;Kirk;Hetfield;13/1/22;19:09;13/1/22;19:43;25/3/23
75226;544;601;2;1;Bob;Trujillo;26/7/18;10:54;26/7/18;11:44;13/3/23
75333;544;600;3;2;Lars;Hetfield;29/9/18;15:46;29/9/18;15:46;8/3/23
75358;544;601;3;2;Kirk;Trujillo;30/4/18;10:14;30/4/18;11:01;4/3/23
75462;545;600;4;3;Kirk;Burton;17/1/22;12:16;17/1/22;13:10;27/4/23
75544;547;601;1;3;James;Burton;1/8/19;10:18;1/8/19;11:05;27/4/23
75553;546;601;3;1;Cliff;Hammet;28/10/19;18:26;28/10/19;19:22;2/4/23
75589;547;600;2;3;Lars;Hammet;3/8/19;12:20;3/8/19;13:19;4/3/23
75594;543;600;4;2;James;Newsted;22/10/19;14:50;22/10/19;15:53;15/3/23
75642;543;601;1;3;Lars;Hammet;11/10/20;10:25;11/10/20;11:05;17/3/23
75714;543;601;3;3;Kirk;Trujillo;27/12/22;14:09;27/12/22;14:56;14/3/23
75715;543;600;4;1;James;Burton;14/7/20;07:47;14/7/20;08:43;5/3/23
75784;547;601;3;2;Robert;Ulrich;27/6/18;13:18;27/6/18;14:15;22/4/23
75829;547;601;3;1;Jason;Hammet;30/5/22;17:30;30/5/22;18:27;9/4/23
76010;546;601;3;1;Lars;Hetfield;21/9/21;13:47;21/9/21;13:47;25/4/23
76014;544;601;3;1;Robert;Trujillo;17/3/19;12:15;17/3/19;12:49;18/3/23
76016;543;601;3;3;Cliff;Rock;29/1/22;13:26;29/1/22;14:02;1/3/23
76027;547;600;3;3;Robert;Newsted;18/3/21;07:34;18/3/21;08:24;14/3/23
76053;543;601;3;1;Jason;Ulrich;27/10/18;10:43;27/10/18;10:43;27/4/23
76066;546;600;2;1;Kirk;Hammet;15/10/22;10:05;15/10/22;10:38;28/3/23
76106;547;601;1;2;James;Trujillo;30/1/19;11:08;30/1/19;12:12;15/4/23
76235;545;601;3;3;Bob;Newsted;13/1/19;07:58;13/1/19;08:51;10/3/23
76236;544;601;1;3;Lars;Hammet;15/5/20;13:55;15/5/20;14:54;15/4/23
76351;544;600;3;2;Lars;Trujillo;10/9/19;12:42;10/9/19;13:20;21/4/23
76406;546;600;3;3;Robert;Trujillo;29/10/22;07:15;29/10/22;08:05;22/3/23
76453;546;601;3;2;Kirk;Hetfield;24/4/19;08:08;24/4/19;08:46;18/3/23
76469;543;600;3;3;James;Trujillo;13/2/18;20:41;13/2/18;21:41;23/3/23
76565;547;601;1;1;Lars;Trujillo;9/10/18;13:52;9/10/18;14:25;19/4/23
76580;546;600;4;1;James;Burton;9/6/21;09:15;9/6/21;09:59;24/4/23
76622;546;601;1;3;Bob;Newsted;11/8/20;07:13;11/8/20;08:01;23/3/23
76704;547;600;3;1;Bob;Hammet;22/8/21;13:12;22/8/21;13:12;30/3/23
76713;543;601;3;3;Bob;Hammet;28/2/22;07:13;28/2/22;07:13;27/4/23
76788;543;601;4;2;Jason;Newsted;7/3/18;18:29;7/3/18;19:30;11/3/23
76898;547;601;2;1;Cliff;Newsted;10/8/21;11:42;10/8/21;12:15;8/3/23
76944;546;600;2;2;Kirk;Hetfield;15/6/22;19:04;15/6/22;19:35;25/3/23
76962;544;600;4;1;Kirk;Rock;10/1/20;07:03;10/1/20;07:37;16/4/23
76967;544;600;3;2;Bob;Newsted;6/12/20;21:00;6/12/20;21:00;30/4/23
76987;547;601;1;3;Cliff;Trujillo;20/4/18;21:38;20/4/18;22:09;4/4/23
77034;544;601;1;2;Jason;Hammet;3/2/21;15:29;3/2/21;16:25;2/4/23
77159;547;601;4;3;Cliff;Hammet;28/4/21;20:02;28/4/21;21:02;17/3/23
77164;546;601;1;1;Lars;Trujillo;12/11/21;16:31;12/11/21;17:11;26/3/23
77206;544;601;3;3;Robert;Ulrich;24/5/21;07:30;24/5/21;08:34;2/3/23
77208;546;601;2;2;Cliff;Burton;21/3/21;12:44;21/3/21;13:30;1/4/23
77210;544;601;3;2;Cliff;Rock;1/7/22;20:33;1/7/22;21:19;25/4/23
77221;547;601;1;3;Lars;Burton;26/6/20;09:50;26/6/20;09:50;22/4/23
77326;546;600;3;2;Robert;Ulrich;8/4/19;13:43;8/4/19;14:34;4/3/23
77341;547;600;3;3;Robert;Hammet;9/5/19;19:43;9/5/19;20:33;6/3/23
77385;545;601;3;3;Jason;Hammet;12/8/19;10:35;12/8/19;11:18;19/4/23
77408;543;601;2;1;James;Trujillo;25/5/18;19:21;25/5/18;20:20;19/3/23
77419;547;600;2;1;Bob;Newsted;17/11/19;12:55;17/11/19;13:45;21/4/23
77445;547;600;3;2;Lars;Hammet;20/4/22;20:25;20/4/22;20:59;27/3/23
77487;544;601;4;1;Bob;Hetfield;26/4/20;18:47;26/4/20;19:51;16/3/23
77496;544;601;3;2;Jason;Rock;11/1/20;15:55;11/1/20;16:26;4/4/23
77574;547;601;3;3;Bob;Trujillo;25/12/18;12:54;25/12/18;13:45;17/4/23
77592;544;600;2;2;Lars;Hetfield;13/3/22;18:09;13/3/22;19:12;18/4/23
77604;544;600;4;1;Jason;Rock;22/12/19;16:09;22/12/19;16:53;26/3/23
77618;545;600;4;2;Bob;Trujillo;21/9/22;12:34;21/9/22;13:08;23/3/23
77646;543;600;2;3;James;Hammet;18/11/19;14:57;18/11/19;14:57;21/3/23
77655;546;600;3;2;Jason;Rock;30/5/20;09:35;30/5/20;10:16;16/4/23
77726;543;600;4;2;Robert;Trujillo;6/3/19;20:01;6/3/19;21:01;14/4/23
77755;544;600;2;3;Lars;Burton;22/11/22;08:06;22/11/22;09:07;10/3/23
77768;543;601;2;3;Kirk;Hetfield;9/10/20;07:01;9/10/20;07:51;5/3/23
77783;543;600;3;1;Robert;Burton;16/5/21;09:20;16/5/21;09:56;15/3/23
77843;546;601;4;3;Jason;Ulrich;5/10/22;16:51;5/10/22;17:47;9/4/23
77986;547;600;3;2;Kirk;Ulrich;27/8/20;12:10;27/8/20;12:50;9/4/23
77993;544;601;2;3;James;Newsted;16/9/21;18:17;16/9/21;19:11;3/3/23
78034;546;601;4;3;Bob;Newsted;30/12/19;13:03;30/12/19;14:02;18/3/23
78041;546;600;2;2;Lars;Trujillo;2/3/19;16:10;2/3/19;17:13;25/4/23
78137;543;601;4;3;Robert;Hetfield;6/1/21;17:28;6/1/21;17:28;23/4/23
78187;543;601;3;3;Kirk;Hammet;8/7/22;16:00;8/7/22;16:44;8/3/23
78192;544;601;1;2;Lars;Burton;7/12/18;17:18;7/12/18;17:54;28/4/23
78243;543;601;3;2;Lars;Rock;9/6/19;20:47;9/6/19;21:25;24/3/23
78271;543;600;1;1;James;Burton;23/9/21;15:32;23/9/21;16:29;12/4/23
78305;543;601;2;2;Robert;Hammet;24/5/18;21:55;24/5/18;22:43;21/3/23
78306;546;600;3;2;Jason;Hammet;17/5/20;19:53;17/5/20;20:47;18/4/23
78326;547;601;1;2;Robert;Hetfield;22/9/20;16:02;22/9/20;16:02;30/4/23
78346;546;601;1;2;Lars;Newsted;23/5/21;09:48;23/5/21;10:41;14/3/23
78366;547;601;3;3;Robert;Hetfield;24/11/21;11:41;24/11/21;12:18;6/4/23
78370;543;601;4;2;Cliff;Hetfield;17/1/22;12:55;17/1/22;13:55;14/3/23
78387;547;601;3;1;Kirk;Hammet;30/1/19;11:46;30/1/19;12:26;25/3/23
78415;543;600;3;2;James;Ulrich;12/4/21;15:32;12/4/21;16:22;2/4/23
78442;545;600;1;3;Robert;Trujillo;12/2/21;14:31;12/2/21;15:19;11/4/23
78445;543;600;1;2;Kirk;Ulrich;22/8/18;18:30;22/8/18;19:10;11/3/23
78450;546;600;3;1;Kirk;Ulrich;24/12/21;13:11;24/12/21;13:11;7/3/23
78476;543;601;3;3;Bob;Hetfield;2/10/18;14:58;2/10/18;16:01;20/3/23
78523;546;601;1;3;Cliff;Ulrich;30/9/19;08:29;30/9/19;09:23;22/3/23
78559;547;600;3;2;Jason;Rock;1/1/21;19:59;1/1/21;20:33;15/4/23
78564;545;600;2;1;Robert;Rock;9/4/21;15:22;9/4/21;15:58;3/4/23
78567;545;601;3;1;Kirk;Rock;21/12/19;17:55;21/12/19;18:54;30/3/23
78641;546;601;3;2;Kirk;Hetfield;8/10/19;14:32;8/10/19;15:20;9/4/23
78679;543;600;3;2;James;Hammet;2/3/20;11:19;2/3/20;12:15;23/3/23
78714;547;600;1;1;Kirk;Rock;16/9/18;18:00;16/9/18;18:41;18/4/23
78796;547;601;3;3;Lars;Ulrich;29/4/20;21:30;29/4/20;22:14;6/3/23
78803;547;600;3;1;Cliff;Hammet;20/10/19;15:06;20/10/19;16:05;4/4/23
78813;547;601;3;1;Robert;Hetfield;15/8/19;09:54;15/8/19;10:55;4/3/23
78814;546;600;2;1;James;Newsted;5/2/22;17:26;5/2/22;17:26;7/4/23
78833;543;600;2;2;Bob;Rock;30/12/18;15:02;30/12/18;16:05;23/4/23
78931;547;601;4;3;Jason;Newsted;9/8/18;07:30;9/8/18;08:23;13/3/23
78963;546;600;1;1;Cliff;Hetfield;28/1/22;11:05;28/1/22;11:56;17/3/23
79055;543;600;4;3;Kirk;Ulrich;28/2/20;19:32;28/2/20;20:13;10/4/23
79068;545;600;2;3;Kirk;Burton;8/11/21;12:15;8/11/21;12:49;17/3/23
79072;547;601;1;1;Robert;Hammet;7/9/22;10:48;7/9/22;11:25;10/3/23
79098;544;601;3;1;Cliff;Hetfield;2/9/22;08:19;2/9/22;09:09;14/4/23
79135;543;600;3;1;Bob;Ulrich;28/6/21;15:25;28/6/21;16:13;23/3/23
79296;547;600;2;1;Cliff;Burton;2/10/18;15:31;2/10/18;16:12;10/4/23
79310;543;600;3;2;James;Hetfield;9/11/19;18:54;9/11/19;19:50;14/4/23
79315;543;600;3;3;Bob;Hammet;17/3/19;21:08;17/3/19;21:46;3/3/23
79410;545;600;1;3;Kirk;Newsted;7/1/19;18:39;7/1/19;19:40;20/3/23
79458;545;601;2;2;Robert;Burton;17/4/18;14:37;17/4/18;15:08;26/4/23
79502;545;601;3;3;Jason;Hetfield;13/11/22;19:45;13/11/22;20:33;2/3/23
79508;547;601;1;3;Cliff;Burton;27/12/20;12:40;27/12/20;13:34;25/4/23
79520;547;600;4;3;Kirk;Hetfield;29/4/18;12:41;29/4/18;13:34;21/3/23
79538;544;601;4;2;Bob;Rock;11/10/18;10:31;11/10/18;11:31;11/4/23
79554;545;600;2;1;Kirk;Hammet;12/10/22;13:04;12/10/22;13:04;11/3/23
79652;546;600;1;1;James;Burton;13/10/20;19:38;13/10/20;19:38;15/3/23
79663;547;601;3;2;Robert;Newsted;6/4/22;15:53;6/4/22;16:26;23/3/23
79668;546;601;1;3;James;Burton;4/7/18;10:47;4/7/18;11:25;2/3/23
79696;547;601;2;3;Lars;Hetfield;25/7/18;07:53;25/7/18;08:34;21/4/23
79698;547;601;4;3;Cliff;Rock;13/9/19;09:57;13/9/19;09:57;11/3/23
79705;544;601;3;3;Cliff;Hammet;11/5/22;13:13;11/5/22;13:13;19/4/23
79769;544;601;3;1;Cliff;Hammet;26/4/19;09:09;26/4/19;09:57;30/4/23
79789;543;600;4;1;James;Ulrich;23/4/18;17:51;23/4/18;18:28;14/4/23
79837;543;601;1;2;Lars;Burton;19/12/22;20:09;19/12/22;20:56;16/4/23
79842;546;600;3;1;Kirk;Hammet;9/12/22;20:10;9/12/22;20:54;23/3/23
79848;543;600;3;3;Robert;Hetfield;1/4/19;11:48;1/4/19;12:19;30/4/23
79927;546;601;1;3;Bob;Rock;29/9/21;09:36;29/9/21;10:36;5/4/23
79971;546;600;4;3;Robert;Newsted;5/5/19;12:15;5/5/19;13:18;26/4/23
79981;544;601;3;2;Kirk;Hammet;19/6/21;16:30;19/6/21;17:27;7/4/23
79989;544;601;3;2;Robert;Trujillo;25/4/22;15:12;25/4/22;16:06;15/3/23
80006;545;601;2;2;Jason;Hammet;6/1/20;20:58;6/1/20;21:35;18/3/23
80028;543;601;4;1;Robert;Trujillo;8/2/19;15:54;8/2/19;16:44;24/4/23
80074;545;600;4;3;Robert;Hetfield;20/1/18;08:17;20/1/18;09:05;3/4/23
80095;545;600;3;2;Kirk;Hammet;6/1/18;21:59;6/1/18;22:43;6/3/23
80127;544;600;1;3;James;Hammet;27/9/19;20:05;27/9/19;20:52;25/4/23
80131;545;601;4;1;Cliff;Burton;25/6/22;21:24;25/6/22;22:23;16/4/23
80203;546;600;3;1;James;Trujillo;8/11/21;16:57;8/11/21;17:56;3/3/23
80208;543;601;3;3;Kirk;Hetfield;17/10/22;20:49;17/10/22;21:37;18/4/23
80279;545;600;1;3;James;Burton;13/1/19;19:27;13/1/19;20:05;23/4/23
80325;544;600;3;3;Jason;Newsted;15/9/20;09:50;15/9/20;10:36;3/4/23
80407;545;601;3;3;Bob;Burton;23/3/20;14:16;23/3/20;14:59;12/4/23
80410;547;600;3;1;Lars;Trujillo;2/1/18;07:14;2/1/18;08:17;13/3/23
80414;543;600;3;3;Robert;Burton;16/2/18;12:22;16/2/18;13:18;29/3/23
80434;543;601;2;2;Robert;Hammet;3/9/22;14:18;3/9/22;14:18;16/4/23
80454;547;600;1;3;Jason;Burton;3/9/19;14:42;3/9/19;14:42;29/4/23
80473;544;601;2;2;Lars;Hammet;30/1/19;11:03;30/1/19;12:04;4/4/23
80477;545;600;4;1;Jason;Ulrich;27/12/21;16:25;27/12/21;17:25;11/3/23
80515;546;601;4;3;Jason;Newsted;17/7/22;14:02;17/7/22;15:02;20/3/23
980515;545;600;3;1;Bob;Rock;30/6/18;09:53;30/6/18;10:37;6/3/23
80521;546;600;3;3;James;Rock;14/12/18;21:16;14/12/18;22:15;7/3/23
80544;543;600;3;3;Cliff;Ulrich;10/9/18;18:55;10/9/18;18:55;1/4/23
80567;543;601;3;1;Kirk;Rock;6/2/21;18:25;6/2/21;19:12;5/4/23
80599;544;600;4;3;Robert;Ulrich;18/5/19;10:12;18/5/19;10:52;16/4/23
80729;545;601;2;1;James;Trujillo;6/7/19;07:46;6/7/19;08:29;18/4/23
80746;544;601;4;2;Robert;Ulrich;30/9/22;08:13;30/9/22;08:59;24/4/23
80747;546;600;3;1;James;Rock;27/7/22;08:51;27/7/22;09:45;14/3/23
80750;546;601;2;2;Cliff;Hammet;20/3/19;21:54;20/3/19;22:38;10/3/23
80785;544;600;2;3;Lars;Trujillo;14/9/19;17:49;14/9/19;18:33;20/4/23
80794;543;601;1;2;Bob;Newsted;9/5/21;07:43;9/5/21;08:23;20/3/23
80840;545;600;3;3;James;Rock;14/2/18;08:29;14/2/18;09:29;27/4/23
80842;543;600;1;1;Kirk;Rock;15/9/20;13:54;15/9/20;14:27;24/4/23
80873;547;600;2;3;Kirk;Burton;30/1/19;19:13;30/1/19;19:56;5/3/23
80892;547;601;3;2;Jason;Burton;3/12/22;16:18;3/12/22;17:15;13/3/23
80923;546;600;3;2;Robert;Ulrich;7/2/21;21:48;7/2/21;22:36;4/4/23
80941;546;601;3;2;Jason;Hammet;20/9/18;13:36;20/9/18;14:20;20/4/23
80967;546;601;4;3;Lars;Burton;14/10/20;18:03;14/10/20;18:36;8/3/23
80970;544;600;1;2;Bob;Trujillo;24/5/22;18:23;24/5/22;19:13;20/4/23
81000;544;600;4;3;Bob;Hetfield;7/12/21;09:32;7/12/21;09:32;26/4/23
81049;547;600;3;1;Bob;Rock;6/11/20;18:24;6/11/20;19:01;6/3/23
81135;544;601;3;3;Robert;Ulrich;17/2/21;14:05;17/2/21;14:52;25/4/23
81138;546;601;2;3;Cliff;Hetfield;10/10/18;19:22;10/10/18;20:13;20/4/23
81159;545;601;3;2;Lars;Newsted;1/9/22;09:23;1/9/22;10:20;2/4/23
81169;543;601;1;2;Jason;Burton;15/6/20;13:01;15/6/20;13:39;20/3/23
81198;547;601;3;1;James;Hetfield;11/11/21;10:29;11/11/21;10:29;23/4/23
81218;546;601;3;3;Lars;Newsted;4/3/18;19:38;4/3/18;20:24;4/4/23
81220;546;601;4;3;Cliff;Burton;26/4/18;07:17;26/4/18;08:07;26/4/23
81262;544;601;4;1;Jason;Rock;25/11/21;08:45;25/11/21;09:29;24/4/23
81267;546;601;1;1;Cliff;Burton;29/12/18;16:33;29/12/18;16:33;6/4/23
81277;545;601;2;2;Cliff;Hammet;4/10/20;08:33;4/10/20;09:14;3/4/23
81286;543;601;4;1;Lars;Trujillo;23/8/19;20:54;23/8/19;21:41;26/4/23
81335;544;600;4;3;Cliff;Newsted;29/7/19;07:32;29/7/19;08:06;25/4/23
81342;546;601;3;2;Kirk;Burton;15/2/21;07:43;15/2/21;07:43;29/3/23
81381;545;601;1;1;James;Ulrich;24/12/22;14:41;24/12/22;15:27;25/4/23
81395;543;601;4;1;Bob;Newsted;7/3/22;21:56;7/3/22;22:34;17/4/23
81447;543;600;3;3;James;Rock;5/10/22;14:01;5/10/22;14:54;2/3/23
81618;545;601;2;3;Robert;Trujillo;15/11/21;20:09;15/11/21;20:47;27/4/23
81629;544;600;3;1;Bob;Burton;21/6/20;15:15;21/6/20;16:11;26/4/23
81652;547;601;2;2;Kirk;Rock;17/7/19;17:29;17/7/19;18:16;8/3/23
81708;543;601;3;3;Jason;Rock;6/10/21;17:30;6/10/21;18:06;26/4/23
81772;547;600;4;2;Jason;Hetfield;12/3/18;10:45;12/3/18;11:28;9/3/23
81795;547;601;2;1;Bob;Newsted;21/10/20;14:01;21/10/20;14:32;25/3/23
81819;544;600;3;3;Kirk;Burton;17/8/20;12:27;17/8/20;13:24;19/3/23
81825;544;601;3;1;James;Hammet;4/5/22;19:31;4/5/22;20:05;7/4/23
81834;543;601;2;1;Jason;Hammet;10/7/19;08:28;10/7/19;09:24;1/3/23
81947;547;600;1;1;Lars;Hammet;28/10/22;09:33;28/10/22;10:06;11/3/23
81956;543;601;4;3;Jason;Ulrich;26/11/18;09:20;26/11/18;09:58;13/4/23
81964;546;600;3;3;Jason;Rock;27/11/18;17:44;27/11/18;18:44;15/4/23
81970;547;600;3;3;Robert;Rock;13/2/19;18:40;13/2/19;19:44;2/4/23
81974;546;600;3;1;James;Rock;3/12/20;20:10;3/12/20;21:07;5/3/23
81977;546;600;3;1;Kirk;Ulrich;23/3/22;15:03;23/3/22;15:03;24/4/23
82036;544;601;3;3;Lars;Trujillo;6/8/22;12:37;6/8/22;13:41;26/4/23
82060;547;601;1;1;Kirk;Rock;16/3/19;11:57;16/3/19;12:31;25/4/23
82067;546;601;3;1;Lars;Rock;22/8/19;12:05;22/8/19;13:09;11/3/23
82110;545;600;2;1;Cliff;Trujillo;17/2/22;10:17;17/2/22;10:50;6/4/23
82155;547;600;4;1;Kirk;Hammet;18/5/22;18:11;18/5/22;18:49;6/3/23
82190;547;600;3;3;James;Burton;21/11/22;08:30;21/11/22;09:33;26/3/23
82251;547;601;3;2;Bob;Burton;12/5/18;11:24;12/5/18;12:15;25/4/23
82262;544;601;3;3;Bob;Trujillo;17/6/21;09:24;17/6/21;10:01;19/4/23
82276;545;601;1;1;Lars;Hammet;8/2/21;19:43;8/2/21;20:39;20/4/23
82297;546;601;2;1;Robert;Burton;29/11/22;08:51;29/11/22;09:27;12/3/23
82362;544;600;3;1;Lars;Burton;10/1/21;18:16;10/1/21;19:10;26/4/23
82380;547;601;1;3;Robert;Hammet;28/11/19;10:34;28/11/19;11:10;25/4/23
82423;543;601;1;3;Kirk;Rock;3/11/19;07:51;3/11/19;08:42;7/4/23
82429;547;601;2;2;Lars;Burton;25/1/22;15:27;25/1/22;16:24;23/3/23
82508;544;600;1;1;Cliff;Hetfield;20/11/21;17:33;20/11/21;18:07;10/4/23
82535;543;601;3;1;James;Trujillo;25/3/18;16:49;25/3/18;17:39;18/4/23
82597;547;600;4;2;Kirk;Ulrich;2/3/22;09:00;2/3/22;09:54;25/4/23
82686;544;601;1;3;Lars;Ulrich;20/5/22;13:26;20/5/22;13:26;3/4/23
82728;546;601;1;3;Jason;Hammet;17/4/19;11:54;17/4/19;12:30;18/4/23
82763;544;601;4;3;Cliff;Newsted;22/11/18;11:56;22/11/18;12:42;13/4/23
82873;547;601;4;2;Bob;Newsted;21/3/18;19:59;21/3/18;20:46;3/3/23
82898;544;601;2;1;James;Burton;18/4/19;12:19;18/4/19;12:59;5/4/23
82920;543;601;3;2;Robert;Ulrich;21/10/20;18:02;21/10/20;18:58;27/4/23
82945;545;601;3;3;Kirk;Rock;12/1/21;16:58;12/1/21;17:46;10/4/23
82966;547;600;1;1;Bob;Burton;19/3/22;14:02;19/3/22;14:02;7/4/23
82999;546;600;4;3;Cliff;Ulrich;29/11/18;19:33;29/11/18;20:37;18/3/23
83034;545;600;2;2;Kirk;Trujillo;19/11/19;10:31;19/11/19;11:22;29/3/23
83090;547;601;4;2;Lars;Hammet;12/2/20;08:20;12/2/20;08:53;1/3/23
83096;544;601;3;3;Lars;Newsted;9/9/19;15:13;9/9/19;15:53;28/4/23
83171;545;600;3;3;Cliff;Hammet;7/12/20;18:46;7/12/20;19:37;14/4/23
83247;545;600;3;2;Bob;Hammet;25/1/22;20:07;25/1/22;21:08;18/3/23
83327;544;601;2;3;Kirk;Trujillo;16/11/18;21:26;16/11/18;22:00;16/3/23
83329;547;601;3;3;Robert;Trujillo;23/7/19;21:18;23/7/19;22:12;4/4/23
83340;546;601;2;2;Lars;Trujillo;22/10/22;10:36;22/10/22;10:36;26/3/23
83344;547;600;3;3;Cliff;Ulrich;25/7/18;16:51;25/7/18;17:44;1/4/23
83412;546;600;4;3;Lars;Rock;10/2/18;14:39;10/2/18;15:42;16/3/23
83549;546;601;1;1;James;Ulrich;1/9/19;13:56;1/9/19;14:47;5/4/23
83584;546;601;3;3;Jason;Newsted;8/4/22;18:36;8/4/22;19:09;7/3/23
83586;544;600;4;3;Lars;Trujillo;25/9/18;11:32;25/9/18;12:25;13/3/23
83728;543;601;3;1;Jason;Ulrich;25/3/20;20:34;25/3/20;21:21;7/4/23
83729;545;600;3;2;Cliff;Hammet;15/1/20;11:53;15/1/20;12:41;8/3/23
83731;547;601;2;2;James;Ulrich;24/6/21;13:19;24/6/21;14:13;24/3/23
83787;544;600;3;2;Robert;Rock;10/1/19;07:01;10/1/19;07:39;25/3/23
83810;545;600;3;3;Kirk;Trujillo;20/12/20;16:43;20/12/20;17:33;2/3/23
83815;547;600;4;2;Bob;Hammet;9/2/21;07:25;9/2/21;08:19;28/3/23
83839;547;600;2;3;Kirk;Ulrich;29/8/21;15:54;29/8/21;16:34;6/4/23
83899;546;601;3;1;Jason;Hetfield;26/6/21;17:06;26/6/21;17:50;30/3/23
83941;543;601;3;2;Cliff;Hetfield;27/3/18;07:07;27/3/18;07:58;2/4/23
83977;546;601;3;1;Kirk;Hetfield;28/8/18;19:35;28/8/18;20:18;3/3/23
84025;544;600;3;1;Bob;Hammet;19/10/19;17:46;19/10/19;18:23;6/3/23
84129;547;601;4;1;Robert;Burton;5/5/19;20:27;5/5/19;21:20;22/4/23
84154;544;600;4;2;Bob;Hetfield;23/1/20;09:10;23/1/20;10:00;15/4/23
84272;544;600;3;1;Robert;Rock;14/8/18;18:08;14/8/18;18:08;4/3/23
84275;546;600;3;3;Cliff;Rock;14/10/21;09:36;14/10/21;10:17;12/3/23
84310;547;601;3;3;Lars;Hammet;2/1/19;10:40;2/1/19;11:17;23/3/23
84367;544;600;3;1;James;Newsted;3/12/21;12:40;3/12/21;13:41;1/4/23
84386;545;600;1;3;Robert;Newsted;20/6/21;14:24;20/6/21;14:57;27/4/23
84439;544;601;4;1;James;Trujillo;4/1/19;13:24;4/1/19;14:07;11/3/23
84447;544;601;3;1;Cliff;Rock;7/8/18;17:45;7/8/18;17:45;10/4/23
84470;546;600;4;2;Lars;Burton;21/11/22;08:24;21/11/22;09:12;11/4/23
